Label (1 = metaphor / 0 = literal)	Sentence
1	`` The market 's energy just seems to have flowed into these issues , '' said one trader 
1	Although a study for the Justice Department found that more than 99 % of all telephone traffic flows through the local networks , the Bell companies fear that a significant portion of their business could be drained off 
1	Consequently , investment decisions in LDCs were centralized in the state , and development funds flowed primarily into socialist enterprises 
1	`` There 's a drastic unwinding of all speculative positions that flowed in during the -LRB- Prime Minister Margaret -RRB- Thatcher- -LRB- Chancellor of the Exchequer Nigel -RRB- Lawson brouhaha , '' said Trevor N. Cass , foreign-exchange manager for Barclays Bank 
1	For much of the Constitution 's interpretation has flowed from suits in which public officials , seeking to test matters of power and responsibility , have taken positions vindicated by history even if not by the lawsuits themselves 
1	The junk bond new-issue pipeline is about to flow freely again 
0	The government 's obsession with winning hearts and minds on the local level flows from its failure to entice black leaders into token participation at the national level 
0	The well flowed at a daily rate of 225 barrels of oil and 1 , 000 cubic feet of natural gas from a depth of 8 , 596 feet in a pump test 
0	During the 45 minutes that followed , Sen. Dole and other Republicans complained that too much business money is flowing to Democrats 
0	Nobody , however , could have foreseen the chain of events that would flow from this one 
0	So it should n't come as a big surprise that the world 's art is now flowing to Japan 
0	For decades , U.S.-Japan relations have more or less flowed from the last broad agreement most people remember the countries signing -- on the deck of the Battleship Missouri in 1945 
0	`` Money does tend to flow into the best-performing funds rather than the bottom funds that are poised for recovery , '' says Fidelity 's Mr. Litvack 
0	For the most part the events flow swiftly , from the decision by the gamblers to bribe the players , to the players ' decision to accept the bribe , to the games , to the newspaper expose , to the trial 
0	From the answer to the Vietnam issue , should it ever be conclusively decided , will flow the prevailing view of America 's world role 
0	`` Germany is being regarded more and more as a high-cost producer of goods , and money will flow more and more to countries that produce more efficiently , '' said Christopher S. Bourdain , a senior financial markets adviser at BankAmerica International 
0	Instead , improved earnings flowed in large part from last year 's decision to reintroduce a five-stick , 25-cent pack of sugared gum 
0	`` It 's capital that would otherwise not flow into the industry , '' says Charter One 's Mr. Koch , who also is head of the National Council of Savings Institutions 
0	Steps were being taken , Occidental said , to remove natural gas from the pipelines that flow into Piper 
0	The Investment Company Institute , a Washington-based trade association , said the increase partly reflected money flowing back to the funds from longer-term debt instruments amid this week 's uneven bond-market performance 
0	The well flowed at a rate of seven million cubic feet of gas a day through a 14 64-inch opening at depths of 12 , 500 feet 
0	The well flowed at a rate of 153 barrels of oil per day with no water , at depths of between 7 , 618 feet and 7 , 638 feet 
0	He said global capital flows that once primarily went from the Northern to the Southern Hemisphere `` now flow within the golden triangle of London , New York and Tokyo . ''/''
0	By contrast , continuing to let foreign oil producers buy equity in U.S. refineries would help the U.S. economy by allowing these plants to operate at closer to maximum capacity and encouraging additional capital to flow into the U.S 
0	Dollars flowed from automated teller machines 
0	The company said oil and gas flowed from two zones 
0	Between the two friends , money flows both ways 
0	The moves may also signal that more of the marketing clout at Coca-Cola may flow out of the domestic soft-drink division and upstairs to corporate headquarters , according to both insiders and industry experts 
0	In February , money flowed out of stock funds for the first time since October 
0	Up to $ 2 million of Dal-Tile 's money flowed through First Republic daily in payments received and bills paid 
0	Tears flowing , he stares at the picture till dawn 
0	`` As these -LRB- new fat substitutes -RRB- flow through the body , they may have laxative properties , '' he says 
0	Bombs and other debris flowing into the lake will be gently trapped and later removed 
0	Of the three intervals tested , it said one flowed 5 , 325 barrels of oil a day , a second flowed 23.5 million cubic feet of gas a day and a third flowed 44 million cubic feet of gas a day 
0	Beer flowed from big pitchers as a cooling obbligato to the hot sounds 
0	"What I can say is that these things are inexplicably beautiful , as is almost always the case in Mr. Wilson 's work ; that Mr. Muller 's text , in the translation of Carl Weber , keeps finding new ways to express the contradictions of the human spirit ; and that `` Quartet '' seems to flow through its two-hour running time like a shifting stream of hot lava -- you do n't know where it 's going next , but you want to be sure and leave it plenty of room "
0	Gifts flow from commodity brokers , Wall Street houses , developers , insurance firms , Pentagon suppliers , oil companies and labor unions , including the Teamsters 
0	But if he is viewed after New Hampshire as the genuine right-wing article , it may start to flow 
0	The ventilation system is designed to keep air pressure inside the building 's 12 laboratories slightly below normal , so that air from the hallways always flows into the labs to keep microbes from being carried out 
0	While RJR Nabisco has steady cash flows to service debt , some steel companies had losses of $ 3 million a day in 1982 's slump 
0	At Augusta , ITT also plans to build a slurry wall that will prevent groundwater from flowing off the plant site 
0	Even though new money is flowing into venture-capital partnerships at almost $ 5 billion a year , the return on venture funds established since 1981 is far worse than on those established in the late 1970s 
0	`` If the merchandising segment had some {sales} growth that could flow down to the bottom line , that would be bullish as heck , '' he contends 
0	The well flowed at a rate of 334 barrels of oil and 45 , 000 cubic feet of gas a day through a pump at a depth of 5 , 350 feet 
0	The only difference is that in Massachusetts we settle our obligations in 30 days , ensuring a good rate of return for pension funds that flow through the cash-management account 
0	That 's because when the dollar weakens , investment funds tend to flow more into marks and Dutch guilders rather than francs and Italian lira 
0	As prices rise , the process intensifies , with additional stock issues and frenzied buying until all the money that can possibly flow into the market has done so 
0	It flowed 7 , 500 barrels of oil a day through a one-inch opening from a depth of 13 , 193 feet 
0	Oil prices continued to plunge in trading wracked by rumors and growing evidence that additional barrels of Saudi Arabian crude oil are flowing into the market 
0	So far , the rare discovery of aflatoxin in the Midwest two weeks ago has only served to slow the normal drop in corn futures prices that comes as the harvest flows into hundreds of grain elevators , and they in turn sell futures contracts at the Chicago Board of Trade in order to hedge their purchases from farmers 
0	Mr. Lynam said a Dukakis victory would discourage foreign capital flows because of his protectionist attitudes , and he would be more amenable to using a lower dollar to solve the U.S. trade imbalance 
0	The problem is that most funds likely would flow out of them to non-regulated , non-insured competitors , and the basic banking system would be left weaker than today 
0	Because so many other economic indicators flow from the employment numbers , the series is currently in vogue 
0	The well , about seven miles southeast of the Maureen oil field , flowed at a rate of 24 million cubic feet of natural gas and more than 1 , 800 barrels of condensate a day through an opening of three-fourths of an inch in a lower sand zone 
0	He cites a jumble of nagging concerns , including the paucity of money flowing back into the stock market , companies ' eagerness to buy back their stock rather than invest in their businesses , and speculators ' search for quick profits through takeovers 
0	It is led by 39-year-old Edsel , who is also a trustee , and includes Henry 's six grandchildren , to whom the trust is to flow upon Kathleen Ford 's death 
0	The warm vapor flows back to the pipe 's cool end where it condenses to a liquid , releasing its heat , and starting the cycle over again 
0	When the warm vapor flows through the narrowed midpoint , it speeds up and its pressure drops 
0	A test from the intervals of 7 , 012 feet to 6 , 995 feet and 6 , 913 feet to 6 , 900 feet flowed through a half-inch choke at a rate of 817 barrels of oil and 83 , 400 cubic feet of gas a day 
0	As delegates to the Republican National Convention began their proceedings yesterday , running-mate rumors swept the Superdome like the great `` waves '' that flow through football crowds 
0	Houston-based Conoco said the well flowed at a daily rate of 4 , 730 barrels of oil from three different levels 
0	The Medicare money started flowing in 1981 
0	Capital has been flowing out of West Germany at an unprecedented rate , explaining in part why the Bundesbank has been raising interest rates to try to prop up the mark 
0	The energy exploration and development concern said the well was drilled to 12 , 120 feet in 474 feet of water and flowed at a rate of 10 , 350 barrels of oil a day through a 3 4-inch opening 
0	The oil and gas exploration and production concern said the discovery flowed at a rate of 2 , 735 thousand cubic feet of gas a day through a 14 64-inch choke 
0	These funds eventually flowed back to the U.S. through the banking system and were recorded as a private capital inflow 
0	-- The Japanese , who receive more than half the oil that flows out of the Straits of Hormuz , have declined to help us in the Persian Gulf , other than to parcel out a few million for navigational aids , and to offer vague bribes if we will escort their 
0	These electrons then flow back and forth from one silicon layer to the other , creating an electric field whose current can be tapped 
0	The well , Raia-1 , flowed at an average rate of 2 , 880 barrels of crude oil a day through a half-inch opening below 8 , 494 feet 
0	To hold the property-tax rate low , Addison never built a system to process the sewage flowing from its many developments 
0	However , the Tropicana complaint alleged that Coca-Cola 's current advertising campaign also shows `` dripping fresh orange juice flowing from an orange '' on Premium Choice cartons 
0	The river is flowing at only about 25 % of its annual rate of as much as 200 million gallons a day , and the plant , which makes writing paper , has already had to draw heavily on its private reservoir 
0	So , for each 1 % increase in menu prices at the franchisees , an estimated profit of $ 5.7 million , or three cents a share , flows through to McDonald 's bottom line , Mr. Rohs says . -LRB- He expects the company to earn $ 3.45 a share this year , up from $ 2.89 in 1987 before a gain from an accounting change. -RRB-/-RRB-
0	And fund specialists caution that if the stock and bond markets turn around and head lower again , money quickly will flow back into money funds 
0	Funds also regularly flow from the Asian Development Bank , the U.N. Development Program , European donors , and Japan -- the latter , in fact , is expected to provide India with $ 1 billion in easy credit this year 
0	The well , drilled to a total depth of 7 , 800 feet , flowed 32-degree API gravity crude oil at a gross combined rate of 1 , 498 barrels a day through two-inch tubing from three tested zones in the Oligocene Pematang Formation at depths between 4 , 270 and 4 , 372 feet 
0	"Previously , all information in the Soviet Union flowed from one faucet ; now , under `` glasnost , '' it seems to run almost whimsically -- sometimes openly , sometimes not at all "
0	Mr. McDonald contrasted the current atmosphere with the early days of the redesign , when funds flowed freely 
0	The energy concern , which owns a 37.5 % working interest in the well , said that in tests the well flowed at a rate of 265 barrels of oil and 150 , 000 cubic feet of natural gas a day through an 18 64-inch choke 
0	The importer said , however , that it also agreed to buy the spring from which Saratoga Mineral Water flows and the brand 's production facilities in Saratoga Springs , N.Y 
0	During a three-and-a-half hour test , oil flowed at a rate of 1 , 320 barrels of oil and 7.3 million cubic feet of gas a day through a 20 64-inch opening from the first zone 
0	The energy concern said the well flowed at a rate of 8.1 million cubic feet of gas and 623 barrels of oil a day through openings ranging from 20 64 of an inch to 48 64 of an inch 
1	Mr. Tyson was in London on business and had to fly back this weekend 
1	By endorsing bank authority to underwrite corporate equities , the senators gave the Fed a defense against claims that such a move would fly in the face of congressional opposition 
1	Sunworld had recently been operating as a charter airline flying 120 flights a month 
1	In a discussion on board his Air Force jet as he flew to a speech here , Mr. Bush also indicated that he would attempt to have it both ways in budget negotiations with Congress , saying he is willing to negotiate deficit-reduction steps but wo n't want to include new taxes in the negotiations 
1	It 's a great fare , but there 's a slight problem: Eastern does n't fly that route 
1	The new calculations showed the shuttle could fly safely , he said 
1	With more carriers flying abroad , airlines are pressuring the FAA to allow them to use foreign repair stations to perform major maintenance work 
1	To keep those flowerpots from flying , companies more and more try to prepare employees for working with AIDS patients 
1	Three former scholarship winners now fly border patrol for the U.S. Customs Service 
1	Under a temporary restraining order entered early this month , Judge Parker barred Eastern from eliminating the jobs , but specifically permitted the company to cut its flying 
1	Ever since President Reagan in February 1986 called for U.S. development of an `` Orient Express , '' a futuristic aircraft that would fly from New York to Tokyo in two hours , MITI 's aerospace mavens have been itching to get Japan into the action 
1	In return it got to shape the festivities , glamorizing things with a sprinkling of film and rock music personalities -LRB- Jane Seymour , Pierce Brosnan and Ringo Starr supplied this year 's dazzle -RRB- and flying in a roster of writers and photographers for publicity 
1	Unfortunately , `` Phantasm II '' also concerns a flying metal ball with speed-drill attachments , which affixes itself to one 's forehead and then drains the brain 
1	A slick young marketing executive at the firm chastises him: `` I told you it would n't fly 
1	As a first step , the phone company offers a recorded message reproducing what is purported to be the sound of a flying saucer taped in Europe 
1	And Mr. Gorbachev 's proposal to remove aircraft -- which easily can fly back to Central Europe during a crisis -- would be meaningless unless they are destroyed , Mr. Chalmers says 
1	Using cameras that shoot up to 44 , 000 pictures a second , and then turning them into slow-motion movies , the Boston photographer has helped customers solve problems with baseball pitchers ' throwing arms , high-speed factory machines , flashlamps that trigger lasers and a wide array of things that explode , fly , break apart or otherwise move too quickly to be seen clearly 
1	When the chairman of Santa Fe Southern Pacific Corp. flew into town a few months ago in the corporate jet , a small group of trainmen here knew they had struck a raw nerve 
1	Eastern has made elaborate preparations to keep the airline flying with non-union workers 
1	Orion , a contract carrier which formerly flew for United Parcel Service , had agreed to replace Eastern pilots if they followed the machinists on a walkout 
1	He added , `` Hal -LRB- Riney -RRB- flew into Miami this morning and offered us certain reassurances about the relationship that led us to the decision . ''/''
1	Already , he has changed the French political landscape in a way that may be more long-lasting than the Reagan Revolution in the U.S. Building the Socialist Party from scratch in 1971 , Mr. Mitterrand went on to prove that a leftist could get elected without France 's flying apart 
1	But even if this plan does n't fly , Mr. Robinson sees advantages in announcing it 
1	`` If you fly with five connections , you can earn 15 , 000 miles , '' says William Byrnes , a Boston-based free-lance writer who has devised several ways to make so many connections 
1	As previously reported , Eastern , locked in a longstanding labor-management feud , has contracted with Orion Air , a unit of Primark Corp . , to provide pilots to fly Eastern aircraft should contract talks end in a strike 
1	In ground tests , parts keep fracturing and flying apart 
1	There are some indications that people who take sedatives do n't necessarily have to fly to forget 
1	Selecting , keeping and replacing the personnel necessary to run the U.S. government is a lot closer to baseball than to flying 
1	`` On silent nights , great flocks of white birds fly formations past the Camino 's Lobby Bar . . . 
1	Rumors fly at Smith Barney that its parent , Primerica , is disgusted and ready to sell the firm , though Primerica denies it 
1	As previously reported , Eastern , locked in a longstanding labor-management feud , has contracted with Orion Air , a unit of Primark Corp . , to provide pilots to fly Eastern aircraft should contract talks end in a strike 
1	During 1987 , America West added 2 , 900 employees , boosted its fleet of aircraft to 69 from 46 and added 11 cities to the 34 it flew to in 1986 
1	In ground tests , parts keep fracturing and flying apart 
1	Can Congress encourage democracy in other countries by flying foreigners here to watch it fight over the budget ?/.
1	That he can play the hawk , given his 11-year record in the House and Senate , shows what a dovish flock he 's flying with 
1	In early 1984 , some officers at New York 's Bankers Trust Co. devised a way for Mexico to shed some of its huge U.S. bank debt -- a plan remarkably similar to one embraced last week by Morgan Guaranty Trust Co. and Mexico -- but it did n't fly 
1	For instance , some pilots would receive 6 % annual increases in a five-year contract if they fly additional hours , while many of the former Republic pilots , who have continued to work under the lower Republic contract rates since the merger , will receive as much as a 34 % increase annually , based on the type of aircraft they fly 
1	Parker was a musical pointillist who turned melodies into dots of sound and sent them flying like machine gun fire 
1	Cohen and Kravis was described as cordial , angry charges flew like hail behind the scenes 
1	He bought a boat , learned to fly so he could take aerial infrared photos , and did extensive research 
1	And he flew the fellow down to Washington with him so that the Arena actors could meet him also , and watch him talk 
1	Both European routes still require an agreement between Japan and the Soviet Union that would permit flying over Soviet territory 
1	It adds that most pilots flying South American routes already have had the training 
1	Mr. Bass , who had flown in from Fort Worth hoping to strike a final deal , told Mr. Wall he was heading home , although some of his aides would remain in Washington 
1	Meantime , allegations are flying that the Good Government Commission itself has gone bad 
1	Re your stories on the launch preparations of the space shuttle Discovery suffering repeated delays: Ultimately the problems will be resolved , and sometime this autumn Discovery will fly and return safely 
1	Not surprisingly , Helsinki is most appealing when things are kept Finnish , be it architecture , artifacts or sailors . -LRB- Finnish sailors , who train on one of Helsinki 's bucolic islands , sport blond hair , tans and jaunty white caps that look like flying saucers. -RRB-/-RRB-
1	Even Israel 's legendary air force pilots speak nervously of the skills their Iraqi counterparts have attained , flying more-sophisticated aircraft on forays over Iranian territory and the Persian Gulf 
1	Back in the early 1970s , when Mr. Trudeau created `` Doonesbury , '' he was able to invent quirky countercultural characters that allowed his delicately accurate barbs to fly in all directions 
1	He took his region 's United Parcel Service workers out on strike to protest their 1976 contract , a move that , for the Teamsters , `` is like flying to the moon , '' according to Mr. Paff 
1	Locked in labor contract talks , the company believes strong cash reserves are necessary to keep the airline flying in the event of a strike 
1	To study theaters similar to the one Addison plans for its troupe , Mayor Redding flew to Canada and Colorado by Lear jet , rented with city funds , according to the investigative report and other city records 
1	Someone flying straight and level at 9 , 000 feet ai n't hostile . ''/''
1	Gary Lynch , the director of enforcement at the SEC , recalls some investment bankers who passed their polygraph tests with flying colors during insider-trading probes 
1	In a flying start last year , checkers gave thumbs down to junk priced at $ 10 billion 
1	Furthermore , pilots who fly American 's large fleet of 767s will be certified to fly the new 757s as well 
1	I can see the memos flying from one faceless bureaucrat to another 
1	Mr. Nelson , who flew on a shuttle flight , heads a subcommittee that oversees NASA 
0	The fare restructuring , aimed at tying prices to mileage flown , apparently will wipe away many of the bargain-basement fares currently available to leisure travelers , and make it likely that those travelers will pay $ 10 to $ 30 more on most fares 
0	Lawsuits and lawsuit-threats are flying 
0	A revenue passenger mile is one paying passenger flown one mile 
0	Smugglers countered by flying low and slow 
0	`` There are a lot of fares to clean out , '' says a spokeswoman for Eastern , which stopped flying from Los Angeles to San Francisco earlier this summer 
0	The FAA found that Northwest was requiring international flight crews to fly a domestic leg as well before going off duty 
0	But are airports being used by people who are flying more often -- or by people who simply are taking more connections ?/.
0	But the Warsaw Pact is only 15 minutes flying time from Switzerland , and Swiss skies thus represent a self-contained defense sector at Europe 's core 
0	From next Monday to Oct. 15 , it will let passengers qualify for triple mileage if they fly a round trip between Newark , N.J . , and Kansas City , Mo . , or between Newark and Minneapolis St 
0	The route generates about $ 120 million in revenue for United , which has been flying it since 1983 
0	Eastern 's cutbacks have benefited Continental in other ways , the affidavit claims: Roughly 4 % of Eastern 's flying capacity competes with Continental , it says , compared with 9.3 % in January 1987 
0	Airlines say they have lessened the risk by focusing increases on business fliers , who often must fly at any price 
0	The 47-year-old spaceman , who flew aboard a Soyuz capsule last December , reportedly was preparing for the first manned flight of a Soviet space shuttle 
0	A revenue passenger mile is one paying customer flown one mile 
0	For the first seven months of 1988 , the small regional carrier flew 3.94 billion revenue passenger miles , up 30 % from 3.03 billion a year earlier 
0	For the year to date , the airline said it flew 9.51 billion revenue passenger miles , up 27.6 % from 7.45 billion miles a year earlier 
0	"Mexico verifies crop destruction by flying over sprayed sites ; it calls on-ground inspections too risky "
0	"He is part of a growing air force of amateur aces around the country who rebuild and fly aging warplanes , indulging in weekend flights of fantasy like Mr. Deakins 's Battle of Stuart . -LRB- He won , he says , by keeping Mr. Stephenson , 48 , in his gun sights for 10 seconds ; the planes are unarmed "
0	But the resolution probably rests more on politics than on flying skill and commercial expertise 
0	Air Inter can fly to Ibiza , Spain , in the summer and Madrid in the winter twice a week under an Air France flight number 
0	When the U.S. expanded its gulf fleet a year ago to protect Kuwaiti tankers flying the U.S. flag , it left little doubt that it was siding with Iraq and the other Arab nations against Iran 
0	The senator was so eager to appear with the governor at a campaign event July 1 that he awoke at 4:30 a.m. and flew his own twin-engine airplane to Dayton 
0	The young aviator from Oceana , Calif . , was scheduled to fly to Greenland Sunday , then stop in Iceland before arriving in Paris on Wednesday 
0	When flights from Chicago to Islip , N.Y . , started falling behind schedule , the airline discovered that the Federal Aviation Administration had changed the flying route , making the trip 70 miles longer 
0	Although it never saw combat , the Fortress flew photo mapping missions in Europe 
0	Alain Minc , Patrick Ponsolle and Maurice Lippens were flying from Paris to Brussels last Monday night when they uncorked a bottle of warm champagne and toasted the future of Societe Generale de Belgique S.A . , the giant Belgian holding company 
0	But other officials , who asked not to be identified , said the helicopter was an MH-6 flying from one of two large barges moored in the northern Persian Gulf 
0	Foreign visitors marvel at the $ 35 steaks in the stores here , but that 's only because most of them fly here on round-trip tickets purchased back home at rational prices 
0	A revenue passenger mile is one paying customer flown one mile 
0	For the first five months of the year , the NWA Inc. unit flew 14.9 billion revenue passenger miles , down 7.5 % from 16.1 billion miles a year earlier 
0	A revenue passenger mile is one paying passenger flown one mile 
0	The problem is that the surging hordes of passengers are flying into the same number of airports 
0	A revenue passenger mile is one paying passenger flown one mile 
0	The U.S. also is considering whether to officially change its gulf policy of protecting only U.S.-flag ships , which consist mainly of 11 Kuwaiti tankers flying U.S. flags 
0	The body of al-Wazir was flown to Damascus for burial today 
0	A revenue passenger mile is one paying passenger flown one mile 
0	A revenue passenger mile is one paying passenger flown one mile 
0	U.S. airlines are applying under the same rules allowing Pan Am to fly here 
0	Perhaps hoping to keep the newcomers out , Pan Am and British Air applied to fly on each other 's German routes 
0	Mr. Petee said one man was so afraid his boss was going to ask him to fly that he started his own business 
0	Although most of the major airlines have such affiliations , they generally are n't involved in the operations of the smaller airlines-even when the commuters are flying under the big airlines ' logos 
0	A revenue passenger mile is one paying passenger flown one mile 
0	A revenue passenger mile is one paying passenger flown one mile 
0	A revenue passenger mile is one paying passenger flown one mile 
0	Delta Air Lines said it flew 3.94 billion revenue passenger miles in December , a 26.7 % increase from the 3.11 billion miles it flew in December 1986 
0	When we first encounter Nina , she is blaming her kindly old Dad for succumbing to fatherly jealousy and blocking her marriage to a handsome flying ace named Gordon , who is subsequently killed in World War I 
0	A revenue passenger mile is one paying passenger flown one mile 
0	"Like everyone else in this movie , he 's in the grip of his family , superstition and fear of death ; right after he asks Loretta to marry him she drops him at the airport so he can fly to Italy where his mother keeps lingering on her deathbed "
0	For the first three months of 1988 , the airline said it flew 2.95 billion revenue passenger miles , up 15.2 % from the 2.56 billion miles a year earlier 
0	A revenue passenger mile is one paying passenger flown one mile 
0	Air Midwest said it flew 12.7 million revenue passenger miles in February , a 5.3 % decrease from 13.4 million a year earlier 
0	Mr. Paulson also flew over China 
0	It said the U.S. is prepared to rule out other routes that would fly over land in the U.S. or Canada `` except in the case of aircraft emergency . ''/''
0	A revenue passenger mile is one paying passenger flown one mile 
0	A revenue passenger mile is one paying passenger flown one mile 
0	A revenue passenger mile is one paying passenger flown one mile 
0	A revenue passenger mile is one paying passenger flown one mile 
0	`` It takes time to move them through the training and to get them ready to fly . ''/''
0	The other two aircraft will seat 150 people and fly 7 , 200 miles 
0	Cats can fly 
0	A revenue passenger mile is one paying passenger flown one mile 
0	USAir , a unit of USAir Group Inc . , said its December traffic rose 14.2 % to 1.11 billion revenue passenger miles from the year-earlier 972.5 million revenue passenger miles , or one paying passenger flown one mile 
0	Others fly them out as personal luggage 
0	He flew off in one of his three 707s for long weekends in places like Australia with people like John and Bo Derek 
0	Chairs fly , Geraldo is bloodied , the governor is yelling `` outta my face , Noriega-breath ! `` while the vice president screams `` Read my lips , liberal man ! `` -RRB-/-RRB-
0	It even regulates where kites can be flown and how candy should be displayed in markets -- and fines offenders 
0	The end of flying had made us mortal . ''/''
0	Pan Am began flying the shuttle about two years ago , and made great inroads into Eastern 's business by presenting itself as a luxury shuttle 
0	They included fixtures required by the company and the salaries and expenses of four assemblers who flew in from Italy to set up the store 
0	When a triumphant Michael Dukakis flew to Erie from the Democratic National Convention in July , they lined the exit from the airport and Perry Square downtown with signs -- not handmade but professionally printed -- saying `` Dukakis Wants Taxes For Abortion . ''/''
0	Ground-based radars for defense and air-traffic control were designed to spot planes flying high and fast 
0	`` We can fly in position about here , '' Lt. O'Leary says , indicating a spot south of Andros Island 
0	The carrier said it flew 656.6 million revenue passenger miles for the month , up from 588.1 million a year earlier 
0	A revenue passenger mile represents one paying passenger flown one mile 
0	`` Fewer and fewer companies are allowing their people to fly first class , '' an Eastern Airlines spokesman says 
0	A revenue passenger mile is one paying passenger flown one mile 
0	For example , he says , if airlines are flying with lots of empty seats , a drop in crude prices will be passed through to customers in the form of lower ticket prices 
0	The movies show that the furcula , as the wishbone is known technically , acts like a spring when a bird is flying , report Farish Jenkens and Kenneth Dial of Harvard and Ted Goslow of Northern Arizona University in the current issue of the journal Science 
0	To save money , most carriers have increased the hours pilots fly 
0	A recent FAA inspection found that Northwest Airlines was requiring crews to fly more than eight hours without a rest period 
0	Finally , after more than a year of complaints , United decided to allow its pilots to fly either the old or new versions of the plane , but not both 
0	`` I do n't care who is flying the plane , that 's a long time to go on one engine 25 , 000 feet over water , '' says Gary A. Wagner , an Air Canada pilot who has studied the issue for that airline 
0	Last year , an FAA inspection found maintenance deficiencies at Aloha Airlines , which had a special exemption to fly twin-engine jets from Honolulu to Christmas Island 
0	A revenue passenger mile is one paying passenger flown one mile 
0	A revenue passenger mile is one paying passenger flown one mile 
0	Meanwhile , a 16-year-old senior at the Bronx High School of Science in New York proves you do n't have to fly all that frequently to get hooked on the programs 
0	A revenue passenger mile is one paying passenger flown one mile 
0	For the year to date , the airline said it flew 11.28 billion revenue passenger miles , up 29.8 % from 8.69 billion miles a year earlier 
0	Flying to Slovenia from the Yugoslav south is n't unlike flying to the Midwest from the Mideast 
0	And the saga also shows that resourcefulness has n't flamed out in the airline business -- that in an age of oligopoly , small but shrewd carriers might be able to fly into the openings left after the giants carve out their markets 
0	With new capital , seasoned management and a hub far away from the fierce competition of American and Delta Air Lines in Dallas , Braniff will have a better-than-even chance to fly through the storms that once grounded it , Mr. Chodorow contends 
0	In Phoenix , travelers can still fly to Los Angeles , Las Vegas , San Diego and three other cities for $ 19 each way 
0	Shortly after Mr. Bush 's solo appearance , GOP strategists hastily arranged for Mr. Quayle to fly here from Washington to address the VFW banquet last night 
0	She flew into the Guinness Book of World Records as the world 's most frequent flier 
0	The regional air carrier said its traffic increased 2.4 % in July to 27.6 million revenue passenger miles compared with the same month last year , but its planes flew with more empty seats 
0	As usual , Ms. Larsen strove to avoid the obvious by focusing on her emotional response rather than the natural phenomenon itself: `` I want to give the listener not the sound of a bird as much as the feeling of flying . ''/''
0	The locust-control organization said five swarms were seen flying near Asmara , capital of Eritrea , between July 21 and 24 
0	For the first seven months of 1988 , the airline said it flew 16.79 billion revenue passenger miles , up 15 % from 14.60 billion a year earlier 
0	A revenue passenger mile is one paying passenger flown one mile 
0	"Hawaiians welcome long weekends to fly to the mainland ; `` I 've done it myself , '' says Fidencio Mares , a vice president of Pacific Resources , Honolulu "
0	Passengers who fly between the coasts as members of the joint frequent-flier program of Continental and Eastern , for instance , might now be more apt to select connecting flights through Continental 's hub in Denver 
0	Air Inter really wants the government to change its charter so that it can fly outside of France 
0	We want to fly in cooperation with Air France . ''/''
0	And party chairman Paul Kirk never bothered to call him at all on Tuesday , Mr. Jackson 's aides say , though he could find the time to fly to Boston to extol Mr. Bentsen 
0	Most of the passengers who fly Air Wisconsin connect to or from United 's jets at both Chicago 's O'Hare and Washington 's Dulles airports 
0	They were then flown by DC-6 to a narcotics cartel in Colombia 
0	A revenue passenger mile is one paying passenger flown one mile 
0	A revenue passenger mile is one paying passenger flown one mile 
0	Armand Hammer , chairman of Occidental , planned to fly to Scotland to check out the situation for himself 
0	A revenue passenger mile is one paying passenger flown one mile 
0	"According to a rescuer , the pilot said the plane did n't respond to his commands to boost power ; some French officials suggested he was simply flying too low "
0	For instance , spool-up time can hamper a pilot 's ability to fly through wind shear or abort a landing 
0	This was the concern behind last week 's meeting in Seoul of government security officials from eight Asian nations and the U.S . , and representatives of 13 airlines that fly into South Korea 
0	His deputy said that the 150-seat , twin-engine plane was flying too low before the incident at an air show near the border with Switzerland 
0	Air-traffic liabilities mostly involve tickets that have been sold and not yet flown upon 
0	Poor Roger , however , gets zapped and bammed and splatted over and over again , ending up on the floor with little birds flying around his head 
0	But I think it would be wise for all Americans to remember that the British were ruthless colonial masters wherever the Union Jack flew . -LRB- We fought the Revolutionary War over the issue. -RRB-/-RRB-
0	JAL 's current management is struggling to reverse this situation , prodded by the government , which is finally moving to denationalize JAL and to allow other Japanese carriers to fly overseas routes 
0	In February , the FAA proposed that small-plane pilots be required to use the devices , which provide air traffic controllers with aircraft altitude and position , whenever they fly within a 40-mile radius of 254 U.S. airports 
0	An airline spokesman says Soviet officals have informally suggested , `` Gee , would n't you like to fly somewhere else '' in Siberia , to a larger , perhaps livelier location ?/.
0	Next it flew them -- in its corporate jet and accompanied by the company 's chairman , Joseph Williams -- to Anaheim , Calif . , where they spoke to a big cardiologists ' meeting 
0	He is now economic adviser to Said bin Ahmed Al-Shanfari , the oil minister of Oman -- a role for which he was handpicked by Mr. Deuss , who flew him to Oman to introduce him to Mr. Al-Shanfari 
0	For the year to date , the company flew 2.75 billion revenue passenger miles , up 17 % from 2.36 billion a year earlier 
0	A revenue passenger mile is one paying passenger flown one mile 
0	In addition to the commercial airlines ' scheduled flights , La Guardia 's 27 air-traffic controllers must keep tabs on an odd assortment of other flying objects: blimps , single-engine airplanes and traffic helicopters 
0	At the same time , lower fuel prices have kept it economical to fly older planes like the 737 and given them unexpected longevity 
0	The Navy , which began flying the A-6 in 1963 , has 340 in service and is buying more 
0	Secretary of State Shultz recently flew to Geneva , for example , to `` resolve ambiguities '' over INF verification 
0	All the 737s acquired with AirCal have continued to fly West Coast routes 
